代码,股票代码,名称,最新价,涨跌额,涨跌幅,buy,sell,昨收,今开,最高,最低,成交量,成交额,ticktime,市盈率,市净率,总市值,流通市值,换手率,交易所
sh605258,605258,XD协和电,35.88,-0.54,-1.483,35.860,35.890,36.42,36.33,37.77,35.53,3781404,137843153,15:00:03,47.211,2.592,315744.0,315744.0,4.29705,上交所
sz002362,002362,汉王科技,16.6,-0.25,-1.484,16.580,16.610,16.85,16.86,16.96,16.37,3461602,57322181,15:00:00,-20.709,4.471,405794.71236,344605.92712,1.66749,深交所
sz002440,002440,闰土股份,9.29,-0.14,-1.485,9.280,9.290,9.43,9.47,9.51,9.12,23241066,215015879,15:00:00,15.23,1.031,1044195.911745,879167.908612,2.45584,深交所
sh600814,600814,杭州解百,7.29,-0.11,-1.486,7.290,7.300,7.4,7.31,7.37,7.23,8459900,61681457,15:00:03,23.516,1.4,535872.297942,535872.297942,1.15088,上交所
sh601139,601139,深圳燃气,6.63,-0.1,-1.486,6.630,6.640,6.73,6.71,6.74,6.61,26993790,180064181,15:00:03,13.531,1.156,1907280.676626,1907280.676626,0.93835,上交所
sh603398,603398,*ST沐邦,14.57,-0.22,-1.487,14.560,14.570,14.79,14.96,14.96,14.39,6614300,96286825,15:00:03,-7.709,88.303,631815.700468,631815.700468,1.52529,上交所
sz002094,002094,青岛金王,5.3,-0.08,-1.487,5.290,5.300,5.38,5.37,5.38,5.15,20712517,108629958,15:00:00,172.638,2.481,366175.70097,365940.38097,2.99984,深交所
sz300066,300066,三川智慧,5.3,-0.08,-1.487,5.290,5.300,5.38,5.4,5.4,5.2,11769123,62065181,16:30:00,38.799,2.097,551217.62886,528992.63695,1.17915,深交所
sz300231,300231,银信科技,9.26,-0.14,-1.489,9.260,9.280,9.4,9.45,9.45,9.08,9117460,84178185,16:30:00,67.591,2.5,411418.897916,411397.771226,2.05222,深交所
sh600755,600755,厦门国贸,5.95,-0.09,-1.49,5.950,5.960,6.04,6.03,6.04,5.94,15399028,91932727,15:00:03,297.5,0.659,1271884.552715,1268634.299765,0.72223,上交所
sz000830,000830,鲁西化工,13.22,-0.2,-1.49,13.210,13.220,13.42,13.42,13.54,13.06,22741918,300354320,15:00:00,27.773,1.298,2517509.732542,2517321.007788,1.19432,深交所
sz300207,300207,欣旺达,22.47,-0.34,-1.491,22.470,22.480,22.81,22.85,22.87,21.84,48559976,1082572470,16:29:30,38.741,1.685,4151248.116162,3851191.117557,2.83326,深交所
sh688400,688400,凌云光,54.8,-0.83,-1.492,54.800,54.810,55.63,56.54,57.45,54.71,16871352,941450612,15:34:59,156.571,4.602,2626182.5646,2526152.49684,3.65991,上交所
sh601225,601225,陕西煤业,26.37,-0.4,-1.494,26.360,26.370,26.77,26.77,27.33,26.1,69991938,1860369562,15:00:03,15.243,2.504,25565715.0,25565715.0,0.72194,上交所
sh601949,601949,中国出版,5.27,-0.08,-1.495,5.270,5.280,5.35,5.35,5.37,5.24,12025692,63578233,15:00:03,15.505,1.009,1003391.164458,1003391.164458,0.63161,上交所
sh688219,688219,会通股份,11.2,-0.17,-1.495,11.190,11.200,11.37,11.38,11.38,10.98,7889680,87999869,15:00:00,29.474,2.021,615552.0,615552.0,1.43553,上交所
sh605338,605338,巴比食品,21.73,-0.33,-1.496,21.720,21.730,22.06,22.06,22.18,21.39,2421300,52534646,15:00:00,19.061,2.183,520578.356526,520578.356526,1.0107,上交所
sh601968,601968,宝钢包装,4.6,-0.07,-1.499,4.600,4.610,4.67,4.66,4.67,4.56,9336030,43036762,15:00:03,30.667,1.29,586858.5516,586858.5516,0.73179,上交所
sz300041,300041,回天新材,13.8,-0.21,-1.499,13.790,13.800,14.01,13.9,14.14,13.52,40663984,562170622,16:29:15,34.682,2.549,772019.93982,750840.3222,7.4738,深交所
sh603790,603790,雅运股份,24.93,-0.38,-1.501,24.930,24.950,25.31,25.2,25.8,24.54,2889000,72326792,15:00:03,65.605,3.656,477060.48,477060.48,1.50972,上交所
sz000688,000688,国城矿业,38.72,-0.59,-1.501,38.720,38.740,39.31,39.9,39.98,37.4,17861412,685985754,15:00:00,40.033,15.292,4588582.157632,4588565.430592,1.50721,深交所
sh603129,603129,春风动力,232.76,-3.55,-1.502,232.760,232.850,236.31,236.0,240.2,230.8,925657,216633670,15:00:02,21.179,4.463,3572464.791588,3572464.791588,0.6031,上交所
sz300995,300995,奇德新材,33.45,-0.51,-1.502,33.450,33.500,33.96,34.08,34.25,32.49,1890574,62838335,16:29:00,142.401,4.41,281471.2467,203140.98699,3.11309,深交所
sz300765,300765,新诺威,25.56,-0.39,-1.503,25.560,25.570,25.95,25.97,26.05,24.53,11421431,287756098,16:29:45,-147.66,13.931,3590139.564864,3590139.564864,0.81315,深交所
sh603209,603209,兴通股份,13.75,-0.21,-1.504,13.730,13.750,13.96,13.82,14.0,13.64,2390160,32871090,15:00:03,15.625,1.288,446875.0,442050.945875,0.74346,上交所
sh603511,603511,爱慕股份,13.75,-0.21,-1.504,13.750,13.760,13.96,14.01,14.15,13.65,1312563,18053039,15:00:03,36.184,1.241,555569.5915,552595.054,0.3266,上交所
sh605008,605008,长鸿高科,11.13,-0.17,-1.504,11.130,11.140,11.3,11.32,11.47,11.06,1617706,18132671,15:00:03,-1113.0,3.681,718956.166782,718956.166782,0.25043,上交所
sh688244,688244,永信至诚,17.0,-0.26,-1.506,16.990,17.000,17.26,17.34,17.46,16.73,1582332,26947501,15:00:03,-53.125,2.707,256634.5823,256634.5823,1.04817,上交所
sz300491,300491,通合科技,32.7,-0.5,-1.506,32.690,32.700,33.2,31.87,33.58,31.3,15776974,511950511,16:29:00,142.174,4.811,580970.26923,515352.54609,10.01076,深交所
sh600839,600839,四川长虹,7.19,-0.11,-1.507,7.190,7.200,7.3,7.33,7.33,7.11,50661392,364310860,15:00:03,33.567,2.156,3319079.595618,3318155.255689,1.09776,上交所
sh688588,688588,凌志软件,10.46,-0.16,-1.507,10.460,10.470,10.62,10.8,10.81,10.34,4245780,44577562,15:00:03,38.315,3.407,418410.463138,418410.463138,1.06142,上交所
sz002565,002565,顺灏股份,14.38,-0.22,-1.507,14.380,14.390,14.6,14.8,15.1,14.06,64018754,925007556,15:00:00,239.667,8.295,1524264.069836,1524215.537336,6.03976,深交所
sz300439,300439,美康生物,9.15,-0.14,-1.507,9.150,9.160,9.29,9.27,9.35,9.12,3255100,29956987,16:29:00,57.188,1.177,351651.715725,267483.826665,1.11349,深交所
sh603727,603727,博迈科,15.02,-0.23,-1.508,15.010,15.020,15.25,15.49,15.49,14.85,2595100,38972691,15:00:02,68.273,1.347,423142.354054,423142.354054,0.92117,上交所
sh688585,688585,上纬新材,170.31,-2.61,-1.509,170.310,170.360,172.92,173.0,182.0,169.0,5429176,943330672,15:00:01,1703.1,52.821,6869653.589568,6869653.589568,1.34598,上交所
sz002614,002614,奥佳华,5.22,-0.08,-1.509,5.210,5.220,5.3,5.29,5.32,5.16,7110903,37035275,15:00:00,261.0,0.754,325591.864488,230340.779442,1.61148,深交所
sh600769,600769,祥龙电业,16.31,-0.25,-1.51,16.310,16.320,16.56,16.95,17.04,15.95,29447748,483416970,15:00:03,321.696,48.254,611587.8132,611587.8132,7.85321,上交所
sz002040,002040,南 京 港,9.13,-0.14,-1.51,9.130,9.140,9.27,9.23,9.27,9.05,7607920,69399455,15:00:00,23.988,1.284,445495.597305,443786.881285,1.56517,深交所
sz002507,002507,涪陵榨菜,11.74,-0.18,-1.51,11.740,11.760,11.92,11.89,11.97,11.71,8946721,105925357,15:00:00,17.522,1.501,1354700.938872,1351014.702142,0.77745,深交所
sz002616,002616,长青集团,5.87,-0.09,-1.51,5.860,5.870,5.96,5.88,5.89,5.75,19762826,115300469,15:00:00,18.001,1.355,504360.008016,344850.917316,3.364,深交所
sh603018,603018,华设集团,7.17,-0.11,-1.511,7.170,7.180,7.28,7.27,7.3,7.14,4014190,28860178,15:00:03,17.488,0.904,490282.020951,490282.020951,0.58704,上交所
sz000659,000659,珠海中富,3.91,-0.06,-1.511,3.910,3.920,3.97,3.99,3.99,3.89,16857340,66150834,15:00:00,-43.638,54.685,502709.68532,502709.68532,1.31114,深交所
sz002363,002363,隆基机械,7.17,-0.11,-1.511,7.160,7.170,7.28,7.28,7.35,7.09,6440570,46186959,15:00:00,44.813,1.37,298913.930817,298098.605739,1.54911,深交所
bj920121,920121,江天科技,33.87,-0.52,-1.512,33.750,33.870,34.39,34.4,34.48,33.69,177146,6030530,15:30:02,16.362,2.759,223772.935821,40279.132038,1.48959,北交所
sh600218,600218,全柴动力,8.47,-0.13,-1.512,8.470,8.490,8.6,8.59,8.63,8.37,5332137,45131214,15:00:03,56.467,1.128,368953.131393,368953.131393,1.22409,上交所
sz002602,002602,世纪华通,14.98,-0.23,-1.512,14.970,14.980,15.21,15.33,15.35,14.77,96537354,1441143381,15:00:00,19.205,3.419,11041282.118356,10181647.785246,1.42033,深交所
sz003015,003015,日久光电,12.36,-0.19,-1.514,12.360,12.370,12.55,12.54,12.59,12.16,5349200,66060906,15:00:00,32.526,3.0,347398.400412,305694.009,2.16282,深交所
sh600789,600789,鲁抗医药,7.8,-0.12,-1.515,7.800,7.810,7.92,7.9,7.93,7.8,8442450,66296204,15:00:03,65.0,1.578,815248.02684,700962.31296,0.93944,上交所
sz002059,002059,云南旅游,4.55,-0.07,-1.515,4.550,4.560,4.62,4.6,4.62,4.5,7828500,35564158,15:00:00,-13.974,4.354,460657.839915,447285.95639,0.79635,深交所
sz002892,002892,科力尔,10.4,-0.16,-1.515,10.400,10.410,10.56,10.59,10.74,10.3,11212235,117403563,15:00:00,231.111,6.087,774428.7616,521168.8924,2.23742,深交所
sh600343,600343,航天动力,25.33,-0.39,-1.516,25.330,25.340,25.72,26.0,26.08,24.31,28219887,705373820,15:00:01,-83.93,12.693,1616576.679484,1616576.679484,4.42175,上交所
sz301548,301548,崇德科技,75.34,-1.16,-1.516,75.330,75.340,76.5,75.4,77.39,73.37,1076783,80985872,16:29:45,48.606,4.144,655458.0,212014.889186,3.82637,深交所
sh603657,603657,春光科技,26.62,-0.41,-1.517,26.620,26.630,27.03,26.91,27.43,25.85,2116780,56249924,15:00:00,-332.75,4.125,359875.9131,359875.9131,1.56578,上交所
sh688278,688278,特宝生物,55.15,-0.85,-1.518,55.150,55.220,56.0,55.61,56.48,54.6,2498834,137969176,15:34:59,21.798,6.201,2251164.9822,2251164.9822,0.61218,上交所
sh603989,603989,艾华集团,31.74,-0.49,-1.52,31.740,31.750,32.23,30.49,33.36,30.31,40167729,1271473768,15:00:03,47.758,3.203,1265727.27564,1265727.27564,10.07266,上交所
sz002622,002622,皓宸医疗,2.59,-0.04,-1.521,2.590,2.600,2.63,2.66,2.68,2.57,27556334,71852478,15:00:00,-18.214,8.134,217560.0,217553.58975,3.28061,深交所
sh601008,601008,连云港,4.53,-0.07,-1.522,4.530,4.540,4.6,4.59,4.62,4.49,9373597,42460658,15:00:02,32.357,1.329,562009.016718,562009.016718,0.75555,上交所
sh688366,688366,昊海生科,34.27,-0.53,-1.523,34.270,34.320,34.8,34.87,34.98,34.09,435472,14976332,15:00:03,31.731,1.448,788144.527165,665015.707085,0.22441,上交所
sh688605,688605,先锋精科,65.9,-1.02,-1.524,65.900,65.950,66.92,67.0,67.5,64.3,4223638,279275809,15:00:03,70.86,7.987,1333683.25104,714037.9007,3.89808,上交所
sz002886,002886,沃特股份,29.08,-0.45,-1.524,29.070,29.080,29.53,30.1,30.33,28.29,23936792,699497054,15:00:00,118.211,4.132,765395.96702,607999.300912,11.44873,深交所
sz301491,301491,汉桑科技,43.93,-0.68,-1.524,43.880,43.930,44.61,44.56,44.75,43.58,452399,19882843,16:29:45,21.64,2.603,566697.0,125567.09585,1.58273,深交所
sh600126,600126,杭钢股份,7.75,-0.12,-1.525,7.750,7.760,7.87,7.88,7.89,7.59,50979197,393433985,15:00:03,775.0,1.346,2617321.539325,2617321.539325,1.50952,上交所
sh600683,600683,京投发展,14.21,-0.22,-1.525,14.200,14.210,14.43,14.43,14.59,13.88,20561604,292170202,15:00:03,-7.141,-8.364,1052644.965337,1052644.965337,2.77568,上交所
sz000035,000035,中国天楹,5.81,-0.09,-1.525,5.810,5.820,5.9,5.88,5.89,5.71,32709651,189301872,15:00:00,48.417,1.29,1387447.038789,1343867.959588,1.41415,深交所
sz000572,000572,海马汽车,4.52,-0.07,-1.525,4.520,4.530,4.59,4.59,4.61,4.42,40890951,183997497,15:00:00,-50.111,4.719,743375.664552,742298.386284,2.48993,深交所
sz300193,300193,佳士科技,7.75,-0.12,-1.525,7.740,7.750,7.87,7.87,7.89,7.69,4593272,35611171,16:29:15,18.452,1.544,369093.598875,325250.9708,1.09447,深交所
sz300407,300407,凯发电气,12.27,-0.19,-1.525,12.260,12.270,12.46,12.41,12.53,11.96,6692200,81670200,16:29:15,55.773,2.258,424894.409124,317696.442462,2.58465,深交所
sh603125,603125,常青科技,23.86,-0.37,-1.527,23.860,23.870,24.23,24.11,24.23,23.22,5130838,122015502,15:00:01,61.179,3.819,965939.59075,965939.59075,1.26739,上交所
sz000825,000825,太钢不锈,3.87,-0.06,-1.527,3.870,3.880,3.93,3.94,3.96,3.86,26681850,103784849,15:00:00,430.0,0.675,2204447.897052,2204447.897052,0.46841,深交所
sz301149,301149,隆华新材,11.61,-0.18,-1.527,11.610,11.620,11.79,11.77,11.81,11.4,5887632,67929205,16:29:45,35.182,2.363,499230.020898,303231.936285,2.25423,深交所
sz301298,301298,东利机械,14.19,-0.22,-1.527,14.190,14.200,14.41,14.55,15.6,14.07,3753700,54362638,16:29:00,30.503,2.184,208309.2,153542.174148,3.46908,深交所
sh600143,600143,金发科技,16.74,-0.26,-1.529,16.730,16.740,17.0,17.33,17.5,16.7,63023592,1075365535,15:00:03,37.542,2.268,4475101.464684,4410698.770872,2.39195,上交所
sh601065,601065,江盐集团,7.73,-0.12,-1.529,7.730,7.750,7.85,7.85,7.85,7.72,3061200,23750711,15:00:03,19.821,1.103,496865.909067,496865.909067,0.47625,上交所
sz002605,002605,姚记科技,19.3,-0.3,-1.531,19.300,19.310,19.6,19.6,19.6,19.2,5894188,113924505,15:00:00,17.201,2.073,807076.21758,652560.79779,1.74325,深交所
sh603797,603797,联泰环保,4.5,-0.07,-1.532,4.450,4.500,4.57,4.56,4.58,4.36,6665900,29648377,15:00:03,20.455,0.774,259472.3355,259472.3355,1.15606,上交所
sz000514,000514,渝 开 发,4.5,-0.07,-1.532,4.490,4.500,4.57,4.58,4.61,4.47,10506217,47447921,15:00:00,562.5,1.035,379696.93425,379696.93425,1.24515,深交所
bj920163,920163,方大新材,10.91,-0.17,-1.534,10.910,10.990,11.08,11.17,11.2,10.86,561205,6180457,15:30:02,32.088,2.718,140428.23956,66203.554685,0.92484,北交所
sh688518,688518,联赢激光,25.68,-0.4,-1.534,25.660,25.680,26.08,26.1,26.34,25.02,22097808,572029652,15:00:02,52.408,2.651,876522.84396,876522.84396,6.47412,上交所
sz002568,002568,百润股份,19.88,-0.31,-1.535,19.880,19.890,20.19,19.85,20.69,19.53,35448998,710366286,15:00:00,32.065,4.108,2070747.917588,1517005.666148,4.64551,深交所
sh600641,600641,先导基电,25.65,-0.4,-1.536,25.640,25.650,26.05,26.49,26.49,25.47,26956312,697599053,15:00:02,-184.532,2.987,2428711.0848,2387065.7448,2.89657,上交所
sh600765,600765,中航重机,14.1,-0.22,-1.536,14.100,14.110,14.32,14.31,14.35,13.98,16923300,238674253,15:00:03,36.154,1.526,2189016.75573,2189016.75573,1.09007,上交所
sh688559,688559,海目星,60.24,-0.94,-1.536,60.240,60.250,61.18,61.48,61.98,58.13,10858413,649985419,15:00:03,-16.733,6.163,1492500.481056,1492500.481056,4.38265,上交所
sz300079,300079,数码视讯,5.13,-0.08,-1.536,5.130,5.140,5.21,5.23,5.23,5.09,21133700,108718250,16:29:15,220.172,1.777,731552.395806,662889.446028,1.6355,深交所
sz301267,301267,华厦眼科,17.31,-0.27,-1.536,17.300,17.310,17.58,17.57,17.71,17.25,4766650,83343197,16:29:15,32.66,2.672,1454040.0,1122457.226973,0.73509,深交所
sh603067,603067,振华股份,34.58,-0.54,-1.538,34.570,34.580,35.12,35.2,35.32,33.01,27390214,938286669,15:00:02,37.183,6.782,2612606.847032,2612606.847032,3.62532,上交所
sz000517,000517,荣安地产,1.92,-0.03,-1.538,1.910,1.920,1.95,1.94,1.96,1.89,22460700,43079747,15:00:00,-5.336,1.316,611313.11712,478461.391872,0.90132,深交所
sz002685,002685,华东重机,7.68,-0.12,-1.538,7.670,7.680,7.8,7.76,7.82,7.44,37694683,287510176,15:00:00,116.012,4.692,773906.412288,773802.674688,3.7412,深交所
sz301175,301175,中科环保,5.76,-0.09,-1.538,5.760,5.770,5.85,5.85,5.87,5.72,16030015,92392705,16:29:30,22.154,2.232,847802.88,358202.88,2.57767,深交所
sh605058,605058,澳弘电子,39.66,-0.62,-1.539,39.660,39.680,40.28,39.88,41.51,39.03,6619292,264891014,15:00:03,37.065,3.119,566836.3857,566836.3857,4.63134,上交所
sz001212,001212,中旗新材,49.9,-0.78,-1.539,49.890,49.900,50.68,50.5,51.5,49.8,5556965,279937258,15:00:00,-277.222,5.222,1002788.52376,867505.13276,3.19644,深交所
sz000036,000036,华联控股,5.11,-0.08,-1.541,5.100,5.110,5.19,5.22,5.28,5.0,26453846,135118509,15:00:00,102.2,1.395,717351.368475,716923.409041,1.88555,深交所
sz002708,002708,光洋股份,13.39,-0.21,-1.544,13.380,13.390,13.6,13.72,13.8,13.27,16125500,217366058,15:00:00,73.33,4.255,752649.177813,691803.121789,3.12113,深交所
sz300249,300249,依米康,14.67,-0.23,-1.544,14.670,14.680,14.9,14.92,15.08,14.24,18658916,271563796,16:29:30,210.473,20.293,646195.887198,548818.811073,4.98755,深交所
sz301270,301270,汉仪股份,29.95,-0.47,-1.545,29.940,29.950,30.42,30.3,30.84,29.0,3453126,102798471,16:29:00,206.267,3.094,299500.0,283006.06778,3.65438,深交所
sh600761,600761,XD安徽合,17.2,-0.27,-1.546,17.200,17.210,17.47,17.51,17.58,17.18,11959013,207729177,15:00:01,12.555,1.374,1531991.54892,1531991.54892,1.34266,上交所
sz000903,000903,ST云动,1.91,-0.03,-1.546,1.910,1.920,1.94,1.94,2.02,1.9,71889346,141382806,15:00:00,-3.745,6.008,369555.28231,366769.974768,3.74373,深交所
sz002226,002226,江南化工,5.09,-0.08,-1.547,5.090,5.100,5.17,5.16,5.17,5.08,20382520,104072524,15:00:00,17.797,1.39,1348301.733195,1348299.305265,0.76947,深交所
sz301166,301166,优宁维,28.0,-0.44,-1.547,28.000,28.090,28.44,28.92,28.92,27.8,888253,24996485,16:29:30,-107.692,1.21,241271.7104,157977.3104,1.57435,深交所
sz301529,301529,福赛科技,108.09,-1.7,-1.548,108.090,108.140,109.79,110.5,113.09,107.24,2833892,310296514,16:29:00,67.981,9.09,1280042.681256,687092.179266,4.45814,深交所
sh601088,601088,中国神华,48.24,-0.76,-1.551,48.240,48.260,49.0,48.7,50.16,47.7,56686338,2761140882,15:00:03,18.135,2.176,104629831.0825,79552767.09492,0.34374,上交所
sz301248,301248,杰创智能,74.9,-1.18,-1.551,74.900,74.940,76.08,76.88,76.92,72.57,5511050,411353920,16:29:45,832.222,7.633,1151250.45,841341.963,4.90618,深交所
sz002705,002705,新宝股份,12.69,-0.2,-1.552,12.690,12.700,12.89,12.9,12.97,12.66,7728440,98412760,15:00:00,10.245,1.187,1030270.36482,1024883.541036,0.95693,深交所
sh600483,600483,福能股份,11.38,-0.18,-1.557,11.370,11.380,11.56,11.31,11.41,11.11,40349127,455605360,15:00:01,10.736,1.136,3163796.8164,3163796.8164,1.45134,上交所
sh601766,601766,中国中车,5.69,-0.09,-1.557,5.690,5.700,5.78,5.76,5.79,5.65,250562508,1430461065,15:00:01,12.37,0.93,16329653.666072,13842517.089312,1.02994,上交所
sz301632,301632,广东建科,17.07,-0.27,-1.557,17.060,17.070,17.34,17.25,17.57,16.95,2499052,42761725,16:29:00,51.727,2.578,714481.92,125058.234,3.41112,深交所
sz300595,300595,欧普康视,12.0,-0.19,-1.559,12.000,12.010,12.19,12.14,12.22,12.0,6466570,78273144,16:29:45,22.346,2.123,1074346.9476,802193.712,0.96733,深交所
sh603315,603315,福鞍股份,16.39,-0.26,-1.562,16.380,16.390,16.65,16.52,16.65,15.96,11109200,181103583,15:00:00,105.606,3.02,525080.306696,525080.306696,3.46766,上交所
sh600515,600515,海南机场,3.15,-0.05,-1.563,3.150,3.160,3.2,3.19,3.2,3.12,81931490,258142613,15:00:01,164.921,1.484,3598972.52463,2890443.94002,0.89289,上交所
sh688425,688425,铁建重工,4.41,-0.07,-1.563,4.410,4.420,4.48,4.47,4.5,4.4,13473317,59674676,15:00:03,15.75,1.249,2352072.177,2352072.177,0.25262,上交所
sz002797,002797,第一创业,6.93,-0.11,-1.563,6.930,6.940,7.04,7.0,7.03,6.9,91973992,638470711,15:00:00,34.65,1.648,2912263.2,2912263.2,2.18861,深交所
sz300158,300158,振东制药,5.04,-0.08,-1.563,5.030,5.040,5.12,5.14,5.15,4.98,8770689,44065748,16:30:00,-16.811,1.494,500120.740224,499712.096016,0.88459,深交所
sh600251,600251,冠农股份,10.07,-0.16,-1.564,10.070,10.080,10.23,10.29,10.29,9.96,10245293,102982357,15:00:00,22.378,1.937,782432.538081,782432.538081,1.31858,上交所
sh600250,600250,南京商旅,9.43,-0.15,-1.566,9.420,9.430,9.58,9.53,9.55,9.35,8650200,81427535,15:00:02,314.333,4.723,294962.293972,294962.293972,2.76549,上交所
sh600276,600276,恒瑞医药,48.4,-0.77,-1.566,48.390,48.400,49.17,48.82,49.1,47.9,61144312,2958267989,15:00:01,40.672,5.049,32124047.39016,30874371.00616,0.95852,上交所
sz301095,301095,广立微,88.0,-1.4,-1.566,88.000,88.010,89.4,90.47,90.67,87.44,6315172,559925435,16:29:00,195.556,5.61,1762473.5744,1522578.4728,3.64996,深交所
sz002626,002626,金达威,15.08,-0.24,-1.567,15.070,15.080,15.32,15.34,15.34,15.04,3051840,46166785,15:00:00,26.929,2.089,919783.132112,919670.032112,0.50042,深交所
sh605389,605389,长龄液压,81.62,-1.3,-1.568,81.610,81.620,82.92,82.18,85.0,80.0,1910424,156936121,15:00:02,92.75,7.088,1528850.264942,1445872.083656,1.07844,上交所
sz301300,301300,远翔新材,35.78,-0.57,-1.568,35.770,35.780,36.35,36.52,36.81,35.56,657400,23671430,16:29:30,25.021,2.762,232287.338,138847.914514,1.69407,深交所
sh688618,688618,三旺通信,33.88,-0.54,-1.569,33.880,33.910,34.42,34.46,34.89,32.58,2804338,94400708,15:00:03,102.667,4.521,373308.91444,372842.109024,2.54829,上交所
sz000576,000576,甘化科工,7.53,-0.12,-1.569,7.530,7.540,7.65,7.64,7.69,7.45,6358200,47895438,15:00:00,44.294,1.99,328622.915142,326662.891533,1.46565,深交所
sz300025,300025,华星创业,5.02,-0.08,-1.569,5.020,5.030,5.1,5.12,5.17,4.98,12234500,61676118,16:29:45,-17.455,5.99,255414.046844,254454.635488,2.41368,深交所
sh603707,603707,健友股份,8.15,-0.13,-1.57,8.150,8.160,8.28,8.27,8.3,8.15,7159115,58777944,15:00:03,22.639,1.897,1316755.5813,1316755.5813,0.44311,上交所
sz300150,300150,世纪瑞尔,4.39,-0.07,-1.57,4.380,4.390,4.46,4.47,4.5,4.34,10767900,47248048,16:29:15,48.778,1.633,256861.557267,203548.158848,2.32235,深交所
sz002728,002728,特一药业,8.76,-0.14,-1.573,8.760,8.770,8.9,8.85,8.91,8.72,7710264,67687755,15:00:00,54.75,2.434,449659.395312,290767.624512,2.32288,深交所
sz301296,301296,新巨丰,6.88,-0.11,-1.574,6.880,6.910,6.99,6.98,7.04,6.84,2784100,19278591,16:29:30,68.8,1.105,293859.601632,293852.893632,0.65184,深交所
sz002813,002813,路畅科技,22.5,-0.36,-1.575,22.500,22.510,22.86,22.88,22.93,22.1,1225100,27432517,15:00:00,-28.806,13.077,270000.0,269676.16875,1.02214,深交所
sz002120,002120,韵达股份,6.87,-0.11,-1.576,6.870,6.880,6.98,6.96,7.02,6.86,34965140,241819624,15:00:00,16.756,0.936,1991751.310962,1933994.250231,1.24204,深交所
sh688155,688155,先惠技术,82.25,-1.32,-1.58,82.220,82.250,83.57,83.75,84.38,80.31,2927639,240304309,15:00:00,29.375,4.236,1039936.1658,1039936.1658,2.31551,上交所
sz000420,000420,吉林化纤,4.36,-0.07,-1.58,4.350,4.360,4.43,4.43,4.45,4.29,71712537,311894804,15:00:00,473.913,2.414,1072066.597548,1071703.540348,2.91747,深交所
sz300803,300803,指南针,89.69,-1.44,-1.58,89.680,89.690,91.13,91.0,91.3,87.52,18678265,1665615674,16:29:45,236.026,19.086,5469223.685635,5429287.123358,3.08559,深交所
sz002538,002538,ST司特,6.22,-0.1,-1.582,6.220,6.240,6.32,6.33,6.35,6.21,7539700,47151984,15:00:00,32.161,1.002,530911.684586,530563.699222,0.88391,深交所
sh688526,688526,科前生物,13.06,-0.21,-1.583,13.060,13.070,13.27,13.27,13.27,13.01,1074326,14038506,15:00:03,14.511,1.412,608763.241136,608763.241136,0.23048,上交所
sh600727,600727,鲁北化工,8.7,-0.14,-1.584,8.690,8.700,8.84,9.01,9.18,8.51,75352157,653973289,15:00:01,124.286,1.413,459867.32745,459867.32745,14.2555,上交所
sh688334,688334,西高院,19.26,-0.31,-1.584,19.240,19.260,19.57,19.7,19.7,19.05,2174106,41773654,15:00:03,24.513,2.049,609732.051516,302198.448348,1.38562,上交所
bj920035,920035,精创电气,27.95,-0.45,-1.585,27.950,27.990,28.4,28.4,28.91,27.57,279276,7814271,15:30:02,21.015,3.272,194028.9,43648.956,1.7883,北交所
sh601156,601156,东航物流,16.76,-0.27,-1.585,16.750,16.760,17.03,17.0,17.13,16.71,7600000,128142473,15:00:03,9.917,1.316,2660743.111856,1583142.151856,0.80458,上交所
sz300808,300808,久量股份,23.59,-0.38,-1.585,23.590,23.660,23.97,23.99,24.13,23.53,2070300,49121785,16:29:00,-61.673,4.02,377440.0,280484.104502,1.74122,深交所
sh603579,603579,荣泰健康,19.24,-0.31,-1.586,19.230,19.240,19.55,19.45,19.54,19.0,2536920,48723759,15:00:03,23.181,1.35,386824.748336,386824.748336,1.26182,上交所
sz002402,002402,和而泰,26.02,-0.42,-1.589,26.020,26.030,26.44,26.5,26.63,25.48,30601686,794833873,15:00:00,35.989,3.488,2405908.81757,2129906.400608,3.73845,深交所
sh600864,600864,哈投股份,5.57,-0.09,-1.59,5.570,5.580,5.66,5.63,5.66,5.54,26917497,150493313,15:00:03,32.765,0.898,1158877.77964,1158877.77964,1.29376,上交所
sz002276,002276,万马股份,11.76,-0.19,-1.59,11.750,11.760,11.95,11.96,12.05,11.61,16736341,197138021,15:00:00,34.117,1.941,1189024.724496,1184338.599696,1.66185,深交所
sz002372,002372,伟星新材,9.9,-0.16,-1.59,9.900,9.910,10.06,10.05,10.11,9.89,8312930,82775588,15:00:00,21.064,3.152,1576117.60812,1456149.25566,0.56518,深交所
sz000877,000877,天山股份,4.33,-0.07,-1.591,4.330,4.340,4.4,4.4,4.43,4.32,10703817,46656324,15:00:00,-4.223,0.417,3078842.903502,3078842.254002,0.15054,深交所
sz002250,002250,联化科技,14.2,-0.23,-1.594,14.190,14.200,14.43,14.51,14.68,14.06,11088450,157883265,15:00:00,35.714,1.87,1277819.96814,1270865.57352,1.23897,深交所
sz300160,300160,秀强股份,4.94,-0.08,-1.594,4.940,4.950,5.02,4.97,5.02,4.91,6063180,30005824,16:29:30,19.76,1.426,381835.468248,376904.438794,0.79469,深交所
