代码,股票代码,名称,最新价,涨跌额,涨跌幅,buy,sell,昨收,今开,最高,最低,成交量,成交额,ticktime,市盈率,市净率,总市值,流通市值,换手率,交易所
sz300097,300097,智云股份,9.48,0.31,3.381,9.480,9.500,9.17,9.36,9.74,9.04,10710100,100669293,16:29:15,-9.979,13.815,273545.086212,250108.508868,4.05951,深交所
sz002319,002319,乐通股份,12.24,0.4,3.378,12.230,12.240,11.84,11.76,12.24,11.44,14622900,173211222,15:00:00,-244.8,14.346,256394.35224,256394.35224,6.98082,深交所
sz300718,300718,长盛轴承,74.4,2.43,3.376,74.390,74.400,71.97,73.99,77.36,73.3,13082541,986773234,16:29:30,87.529,12.328,2222915.9832,1463130.23016,6.65246,深交所
sz002046,002046,国机精工,51.8,1.69,3.373,51.800,51.850,50.11,49.9,52.46,47.5,20672101,1031163577,15:00:00,105.995,6.368,2777468.62372,2746321.93122,3.89909,深交所
sh600392,600392,盛和资源,22.42,0.73,3.366,22.410,22.420,21.69,21.67,22.68,21.3,51305993,1130522073,15:00:03,46.835,3.054,3929837.16994,3929837.16994,2.92704,上交所
sh600711,600711,盛屯矿业,12.61,0.41,3.361,12.610,12.620,12.2,12.39,12.87,12.06,107585532,1343616216,15:00:01,19.79,2.23,3897261.165811,3897261.165811,3.48104,上交所
sz300831,300831,派瑞股份,21.87,0.71,3.355,21.870,21.880,21.16,21.5,23.0,21.5,21125323,468507915,16:29:45,158.249,7.189,699840.0,403467.03288,11.45102,深交所
sh600660,600660,福耀玻璃,54.24,1.76,3.354,54.230,54.240,52.48,52.5,54.35,52.35,20359587,1091739782,15:00:03,15.193,3.616,14155248.917568,10864197.864768,1.01646,上交所
sh600682,600682,南京新百,6.17,0.2,3.35,6.170,6.180,5.97,6.05,6.24,5.94,29919712,182625455,15:00:03,-9.794,0.505,829946.580357,718225.189675,2.57029,上交所
sz301280,301280,珠城科技,40.49,1.31,3.344,40.430,40.490,39.18,39.01,41.2,38.51,3467688,138452491,16:29:00,26.292,3.923,775351.901604,231931.562604,6.0538,深交所
sh688628,688628,优利德,83.78,2.71,3.343,83.780,83.880,81.07,81.71,87.44,80.1,3742324,314050315,15:00:01,61.603,6.995,936388.852264,936388.852264,3.34831,上交所
sh688020,688020,方邦股份,143.2,4.63,3.341,143.200,143.300,138.57,138.65,146.93,131.12,5106767,719389195,15:00:01,-113.651,8.967,1179810.48,1179810.48,6.19836,上交所
sz000923,000923,河钢资源,16.15,0.52,3.327,16.150,16.160,15.63,15.73,16.45,15.72,17994415,289157009,15:00:00,18.585,1.05,1054157.272015,1014060.68671,2.8658,深交所
sz002594,002594,比亚迪,96.76,3.11,3.321,96.760,96.770,93.65,96.0,96.88,94.31,55496417,5321331038,15:00:00,27.028,3.804,88218003.63894,33736472.226,1.5917,深交所
sz300632,300632,光莆股份,27.71,0.89,3.318,27.700,27.710,26.82,26.83,28.16,25.73,34914362,944149468,16:29:45,-662.919,4.882,845658.26902,630639.789043,15.3412,深交所
sh603690,603690,至纯科技,25.34,0.81,3.302,25.330,25.340,24.53,24.48,26.63,23.95,28925477,731186609,15:00:03,-12.545,2.793,970431.4095,970431.4095,7.55305,上交所
sz002993,002993,奥海科技,62.0,1.98,3.299,61.990,62.000,60.02,60.0,63.18,58.11,9400410,569404520,15:00:00,40.26,3.529,1711448.0,1478370.9846,3.94235,深交所
sz001299,001299,美能能源,13.78,0.44,3.298,13.770,13.780,13.34,13.14,13.83,12.81,17940221,238072336,15:00:00,32.047,3.487,432988.527686,389802.130328,6.3421,深交所
sz301591,301591,肯特股份,50.82,1.62,3.293,50.810,50.820,49.2,49.5,51.9,46.61,15716861,775130662,16:29:45,65.154,6.042,555747.192,227138.704254,35.1649,深交所
sh603324,603324,盛剑科技,33.95,1.08,3.286,33.950,33.960,32.87,33.03,34.96,32.82,16462841,557896635,15:00:01,-282.917,3.075,501372.1741,501372.1741,11.14768,上交所
sh688003,688003,天准科技,97.81,3.11,3.284,97.750,97.810,94.7,95.9,100.0,95.38,5878578,575936836,15:00:01,247.495,9.622,1900648.8105,1900648.8105,3.0252,上交所
sh600595,600595,中孚实业,7.55,0.24,3.283,7.550,7.560,7.31,7.4,7.63,7.34,106134563,795631314,15:00:03,18.875,1.687,3025968.36107,3025968.36107,2.64813,上交所
sz300750,300750,宁德时代,433.89,13.79,3.283,433.880,433.890,420.1,425.0,437.75,423.0,38798160,16719046201,16:29:30,26.883,5.619,200739609.93503,184834173.10357,0.91077,深交所
bj920701,920701,豪声电子,13.86,0.44,3.279,13.830,13.860,13.42,13.35,14.09,13.15,1155884,15866406,15:30:02,27.176,2.241,190159.2,138887.23464,1.15349,北交所
sh603225,603225,新凤鸣,18.59,0.59,3.278,18.580,18.590,18.0,18.05,18.84,17.59,32704886,597539322,15:00:01,26.942,1.483,3118460.93702,3101826.41912,1.96008,上交所
bj920346,920346,威贸电子,18.99,0.6,3.263,18.980,18.990,18.39,18.6,19.18,18.1,907726,16993101,15:30:02,31.65,3.15,153160.242597,84702.460482,2.03509,北交所
sz001269,001269,欧晶科技,26.93,0.85,3.259,26.930,26.940,26.08,25.53,27.25,24.91,14133603,369586650,15:00:00,-18.519,7.689,518165.486377,518165.486377,7.34549,深交所
sz002173,002173,创新医疗,17.79,0.56,3.25,17.790,17.800,17.23,16.33,17.8,16.33,52092453,893786992,15:00:00,-222.375,4.552,785044.862208,748718.890149,12.37747,深交所
sz301045,301045,天禄科技,52.8,1.66,3.246,52.740,52.800,51.14,50.8,53.49,49.12,5442738,278838803,16:29:45,182.069,5.611,582480.93024,378767.70096,7.58715,深交所
sz000890,000890,法尔胜,11.16,0.35,3.238,11.160,11.170,10.81,10.82,11.36,10.42,61727935,676099538,15:00:00,-69.75,239.485,468166.428288,468152.007336,14.71496,深交所
bj920670,920670,数字人,14.69,0.46,3.233,14.690,14.700,14.23,14.17,14.87,14.11,2768965,40534972,15:30:02,183.625,6.442,155981.9456,97884.770152,4.15551,北交所
sz300077,300077,国民技术,23.38,0.73,3.223,23.380,23.390,22.65,22.65,23.65,21.82,50624957,1158049199,16:29:45,-116.9,9.103,1585460.2246,1324074.6302,8.93916,深交所
sh688661,688661,和林微纳,112.58,3.51,3.218,112.580,113.000,109.07,111.25,115.67,108.77,3493918,391364960,15:00:03,574.095,14.075,1709953.145108,1709953.145108,2.30033,上交所
sz300151,300151,昌红科技,23.75,0.74,3.216,23.750,23.760,23.01,23.07,24.2,22.08,28048215,653298941,16:29:30,197.917,8.007,1264709.97225,875560.07575,7.60822,深交所
sh688056,688056,莱伯泰科,34.06,1.06,3.212,33.970,34.060,33.0,32.89,34.21,31.77,1278223,42343853,15:00:03,56.767,2.824,229743.07876,229743.07876,1.895,上交所
bj920580,920580,科创新材,13.19,0.41,3.208,13.140,13.190,12.78,12.81,13.28,12.51,3408587,44249079,15:30:02,62.81,3.269,113434.0,72232.494606,6.22424,北交所
sh600282,600282,南钢股份,5.16,0.16,3.2,5.150,5.160,5.0,5.01,5.22,5.0,60575580,312008257,15:00:01,11.094,1.127,3181186.961676,3181186.961676,0.98256,上交所
sh601677,601677,明泰铝业,19.68,0.61,3.199,19.680,19.690,19.07,19.27,19.77,19.18,52030798,1013557974,15:00:03,12.697,1.235,2447254.497936,2446795.953936,4.18493,上交所
sh600172,600172,黄河旋风,13.9,0.43,3.192,13.900,13.910,13.47,13.44,14.54,12.91,288035800,3984679895,15:00:03,-20.369,43.235,2004636.42164,1773995.4925,22.56882,上交所
sz002364,002364,中恒电气,52.27,1.61,3.178,52.270,52.280,50.66,51.67,53.5,50.03,43067183,2236200226,15:00:00,237.591,11.779,2945754.04592,2917208.35352,7.7167,深交所
sz300154,300154,瑞凌股份,9.77,0.3,3.168,9.770,9.780,9.47,9.47,9.99,9.03,18899560,181263828,16:29:15,42.478,2.44,439215.431377,308119.348702,5.99277,深交所
sh603007,603007,顺景科技,6.21,0.19,3.156,6.200,6.210,6.02,6.04,6.62,5.74,91390184,560622817,15:00:03,-24.07,23.434,549365.228721,431650.287009,13.14798,上交所
sz301310,301310,鑫宏业,33.77,1.03,3.146,33.760,33.770,32.74,32.42,34.37,32.41,7708792,257466633,16:29:45,34.608,2.724,644867.921632,205947.692423,12.64039,深交所
sz301047,301047,义翘神州,65.7,2.0,3.14,65.700,65.710,63.7,63.8,66.62,63.77,1384822,90745992,16:29:15,54.092,1.497,799153.39494,785644.67997,1.15807,深交所
sh603358,603358,华达科技,38.78,1.18,3.138,38.770,38.780,37.6,37.6,39.1,36.75,10789402,411171436,15:00:03,70.509,5.138,1821663.648728,1765186.073854,2.37036,上交所
sz300649,300649,杭州园林,26.05,0.79,3.127,26.040,26.050,25.26,29.15,29.15,24.46,22041633,573036775,16:29:45,-84.032,7.809,344945.266445,279013.96424,20.57906,深交所
sh688396,688396,华润微,67.65,2.05,3.125,67.650,67.660,65.6,65.0,71.41,63.0,56834040,3873629876,15:34:59,135.871,3.882,8985345.2502,8985345.2502,4.27899,上交所
sz002360,002360,ST同德,6.28,0.19,3.12,6.270,6.280,6.09,6.08,6.39,6.08,12235600,76328349,15:00:00,-2.267,2.745,252314.227744,204426.382904,3.75879,深交所
sz300525,300525,博思软件,9.26,0.28,3.118,9.260,9.270,8.98,8.97,9.26,8.76,20155853,182561811,16:29:00,40.419,2.809,702327.920628,577218.23858,3.23349,深交所
bj920394,920394,民士达,45.99,1.39,3.117,45.990,46.000,44.6,45.04,46.37,43.53,1424567,64427089,15:30:02,52.862,7.977,672603.75,667649.762388,0.98129,北交所
sz300930,300930,屹通新材,34.17,1.03,3.108,34.160,34.170,33.14,33.0,34.49,32.01,3497794,116967603,16:29:45,61.018,3.612,341700.0,161026.128417,7.42237,深交所
sh688377,688377,迪威尔,29.98,0.9,3.095,29.950,29.980,29.08,29.66,30.1,28.33,5247578,153495158,15:00:03,48.355,3.662,700246.658466,700246.658466,2.24667,上交所
sz300700,300700,岱勒新材,19.32,0.58,3.095,19.300,19.320,18.74,18.61,19.42,18.06,13365146,251446082,16:29:30,-39.671,9.943,767059.686036,541064.469036,4.77234,深交所
sh688345,688345,博力威,51.32,1.54,3.094,51.320,51.330,49.78,49.78,52.48,49.5,2564237,131224394,15:00:02,91.643,4.412,519099.234,515677.2164,2.55192,上交所
sz002472,002472,双环传动,39.98,1.2,3.094,39.980,39.990,38.78,39.47,41.11,39.31,31841736,1279340238,15:00:00,26.653,3.297,3398038.099016,2992631.599668,4.25389,深交所
bj920100,920100,三协电机,42.4,1.27,3.088,42.400,42.450,41.13,42.43,44.99,41.6,3979728,172099773,15:30:02,41.98,9.2,438132.0048,116168.33832,14.52551,北交所
sz301111,301111,粤万年青,27.73,0.83,3.086,27.700,27.730,26.9,26.93,27.86,26.8,5541784,151712962,16:29:45,-924.333,5.936,443680.0,443680.0,3.46362,深交所
sh603171,603171,税友股份,54.2,1.62,3.081,54.200,54.240,52.58,53.9,55.25,53.41,12277099,665705210,15:00:03,159.412,8.549,2202389.9,2199923.8,3.02474,上交所
sh603881,603881,数据港,36.81,1.1,3.08,36.800,36.810,35.71,35.85,36.82,34.04,36319062,1288447516,15:00:03,193.737,7.858,2644345.733319,2644345.733319,5.05571,上交所
sh600497,600497,驰宏锌锗,9.71,0.29,3.079,9.710,9.720,9.42,9.5,9.8,9.18,157588675,1507297600,15:00:03,47.551,2.847,4894209.448993,4894209.448993,3.12652,上交所
sh600063,600063,皖维高新,7.37,0.22,3.077,7.370,7.380,7.15,7.03,7.49,7.03,172586905,1264097479,15:00:00,35.095,1.802,1524931.452913,1524931.452913,8.34113,上交所
sh688530,688530,欧莱新材,48.61,1.45,3.075,48.600,48.610,47.16,47.2,49.98,46.74,6239376,304433695,15:00:03,-194.44,9.184,777977.889464,339194.571804,8.94165,上交所
sz002871,002871,伟隆股份,22.81,0.68,3.073,22.810,22.820,22.13,21.96,22.87,21.5,14086873,313979271,15:00:00,38.661,4.904,574478.620445,340477.167063,9.43739,深交所
sh600337,600337,ST美克,3.39,0.1,3.04,3.380,3.390,3.29,3.32,3.45,3.31,41438100,140210528,15:00:03,-2.313,12.418,487142.368443,487142.368443,2.88366,上交所
sh603377,603377,ST东时,3.74,0.11,3.03,3.740,3.750,3.63,3.63,3.81,3.62,10982712,41217324,15:00:03,-3.596,-1870.0,270338.951828,270338.951828,1.5194,上交所
sz300091,300091,*ST金灵,3.06,0.09,3.03,3.050,3.060,2.97,2.96,3.06,2.95,17235848,52027247,16:29:45,-6.374,6.699,869665.790502,496415.623068,1.06245,深交所
sz002768,002768,国恩股份,65.41,1.92,3.024,65.400,65.410,63.49,63.0,65.99,61.2,6201937,395213818,15:00:00,20.634,2.857,1970476.25,1156109.485625,3.50891,深交所
sh688548,688548,广钢气体,27.62,0.81,3.021,27.610,27.620,26.81,26.86,28.57,26.51,23595364,650837281,15:00:03,125.545,5.98,3644178.715002,1909119.263524,3.41364,上交所
bj920689,920689,克莱特,24.92,0.73,3.018,24.920,24.930,24.19,24.39,24.92,23.64,898437,22008401,15:30:02,33.227,3.62,182912.8,94523.097564,2.36863,北交所
sh603938,603938,三孚股份,43.07,1.26,3.014,43.070,43.080,41.81,42.0,44.04,40.37,27005086,1147046611,15:00:00,205.095,6.487,1647963.708579,1647963.708579,7.05786,上交所
sz300069,300069,金利华电,49.7,1.45,3.005,49.700,49.710,48.25,48.6,49.81,43.12,24467002,1148204064,16:29:45,-994.0,21.314,581490.0,581490.0,20.91197,深交所
sz301193,301193,家联科技,21.63,0.63,3.0,21.620,21.630,21.0,21.45,21.99,20.96,7027511,150203825,16:29:45,-55.08,3.729,514646.195721,392004.095721,3.87764,深交所
sh688025,688025,杰普特,380.8,10.97,2.966,380.790,380.800,369.83,377.63,390.77,360.57,3802744,1442862118,15:34:59,129.966,15.054,3619482.02784,3619482.02784,4.00081,上交所
sz002608,002608,江苏国信,10.42,0.3,2.964,10.420,10.430,10.12,10.09,10.82,9.72,220476031,2258803290,15:00:00,11.361,1.098,3936759.051568,3936759.051568,5.83566,深交所
sz002015,002015,协鑫能科,23.3,0.67,2.961,23.290,23.300,22.63,21.99,23.76,21.14,156542096,3496594435,15:00:00,91.158,3.129,3782346.35062,3782346.35062,9.6433,深交所
sh688041,688041,海光信息,283.49,8.13,2.952,283.490,283.500,275.36,278.99,288.8,274.06,28259660,7964212796,15:34:59,257.718,28.042,65892660.541759,65892660.541759,1.21582,上交所
sh688387,688387,信科移动,15.72,0.45,2.947,15.710,15.720,15.27,15.5,15.99,14.91,61530693,947427879,15:00:01,-196.5,9.156,5374275.0,3170373.7584,3.05094,上交所
sh605162,605162,新中港,10.5,0.3,2.941,10.480,10.500,10.2,10.08,10.55,9.87,20765680,212799368,15:00:03,33.871,3.59,463602.91845,463602.91845,4.70316,上交所
sz001332,001332,锡装股份,49.4,1.41,2.938,49.390,49.400,47.99,47.8,50.3,47.16,5724474,279292497,15:00:00,23.981,2.874,764148.84,331992.21094,8.51794,深交所
sh603738,603738,泰晶科技,43.64,1.24,2.925,43.630,43.640,42.4,42.9,44.3,41.28,35743926,1538349217,15:00:03,311.714,9.261,1684013.015088,1684013.015088,9.26278,上交所
sh603319,603319,美湖股份,38.73,1.1,2.923,38.720,38.730,37.63,37.6,39.13,36.5,31577840,1203045594,15:00:03,124.935,5.334,1313526.702894,1313526.702894,9.31089,上交所
sz002167,002167,东方锆业,13.39,0.38,2.921,13.380,13.390,13.01,13.04,13.52,12.8,41927788,553076647,15:00:00,191.286,5.83,1037287.5487,1015916.657457,5.52617,深交所
sz000913,000913,钱江摩托,12.0,0.34,2.916,11.990,12.000,11.66,11.66,12.07,11.54,7517400,89242700,15:00:00,6.426,1.185,631693.2,624123.21,1.44537,深交所
sh688030,688030,山石网科,17.3,0.49,2.915,17.300,17.310,16.81,16.89,18.0,16.26,6123957,105291632,15:00:03,-16.111,4.582,311808.05164,311808.05164,3.39775,上交所
sz000603,000603,盛达资源,31.77,0.9,2.915,31.760,31.770,30.87,31.05,32.05,30.0,16512049,515855682,15:00:00,41.26,6.132,2192032.612242,2118157.872543,2.47662,深交所
sz001337,001337,四川黄金,50.55,1.43,2.911,50.530,50.550,49.12,48.59,51.28,47.26,10048229,493709506,15:00:00,45.541,10.098,2123100.0,2123100.0,2.39244,深交所
sz301308,301308,江波龙,519.5,14.69,2.91,519.460,519.500,504.81,505.83,529.66,495.71,15802732,8126518882,16:29:15,152.346,18.038,21978019.31365,14642205.7894,5.60675,深交所
sh601689,601689,拓普集团,62.96,1.78,2.909,62.960,62.970,61.18,62.5,64.19,61.6,40720829,2561465826,15:00:00,39.106,4.45,10941412.81168,10941412.81168,2.34319,上交所
sz301191,301191,菲菱科思,145.27,4.07,2.882,145.270,145.280,141.2,142.48,147.5,139.03,3981493,573402390,16:29:15,154.543,5.917,1007331.234,759963.967192,7.61078,深交所
bj920402,920402,硅烷科技,10.37,0.29,2.877,10.360,10.370,10.08,10.01,10.37,9.93,7950145,81445583,15:30:02,-38.407,2.904,437676.289479,282969.588249,2.91349,北交所
sz002532,002532,天山铝业,15.39,0.43,2.874,15.380,15.390,14.96,14.98,15.5,14.84,89420921,1357486378,15:00:00,14.657,2.274,7123626.881685,6320453.618628,2.17736,深交所
sh603920,603920,世运电路,57.58,1.6,2.858,57.570,57.580,55.98,55.98,58.54,53.66,33844087,1900116465,15:00:03,60.611,6.372,4149170.561286,4149170.561286,4.6967,上交所
sz002290,002290,禾盛新材,89.84,2.49,2.851,89.840,89.850,87.35,88.28,90.6,86.66,10606517,943819768,15:00:00,136.121,22.045,2229041.17272,2220809.35812,4.29073,深交所
sz000068,000068,华控赛格,3.25,0.09,2.848,3.250,3.260,3.16,3.17,3.31,3.13,30588108,98249993,15:00:00,-31.31,5.589,327168.2258,327168.2258,3.03854,深交所
sz002947,002947,恒铭达,90.35,2.5,2.846,90.350,90.360,87.85,88.0,91.18,85.21,12329441,1098185850,15:00:00,43.438,7.158,2314851.35076,1791674.36318,6.21745,深交所
sz002789,002789,*ST建艺,13.78,0.38,2.836,13.760,13.780,13.4,13.53,13.98,12.97,5181710,69885866,15:00:00,-2.926,14.466,219961.202292,215619.861522,3.31157,深交所
sz300868,300868,杰美特,106.25,2.92,2.826,106.250,106.280,103.33,104.6,111.22,103.01,4898589,523608014,16:29:00,-235.954,9.26,1359490.0,858203.296875,6.06471,深交所
sh688091,688091,上海谊众,45.86,1.26,2.825,45.800,45.860,44.6,44.15,46.2,41.61,7606941,335611506,15:00:03,143.313,6.544,947942.89304,947942.89304,3.68012,上交所
sh688255,688255,凯尔达,30.95,0.85,2.824,30.950,31.000,30.1,29.94,31.4,29.16,3723838,113005186,15:00:03,123.8,3.18,340013.20265,340013.20265,3.38966,上交所
sh603650,603650,彤程新材,52.32,1.43,2.81,52.320,52.330,50.89,51.31,53.03,49.85,12484920,644050718,15:00:03,55.66,7.46,3223346.09904,3214924.766016,2.03181,上交所
bj920510,920510,丰光精密,15.8,0.43,2.798,15.780,15.800,15.37,15.61,16.12,15.42,2091994,32960188,15:30:02,-184.149,7.453,291058.00782,148360.54324,2.22792,北交所
sz002611,002611,东方精工,17.3,0.47,2.793,17.300,17.310,16.83,16.97,17.87,16.57,60070902,1034810371,15:00:00,28.361,3.69,2105905.3682,1733292.51005,5.99568,深交所
sh600602,600602,云赛智联,19.15,0.52,2.791,19.140,19.150,18.63,18.84,19.29,18.06,33892625,634111794,15:00:03,134.859,5.323,2619094.666325,2057290.22585,3.15485,上交所
sz000911,000911,*ST广糖,5.94,0.16,2.768,5.930,5.940,5.78,6.01,6.06,5.87,12639700,75365235,15:00:00,-19.767,-25.826,237789.971892,237789.971892,3.1574,深交所
sz300503,300503,昊志机电,74.37,2.0,2.764,74.370,74.400,72.37,74.51,77.88,73.61,24457020,1842988293,16:29:45,190.692,15.554,2292282.600045,1793905.02261,10.13916,深交所
sz001382,001382,新亚电缆,21.62,0.58,2.757,21.610,21.620,21.04,21.1,21.91,20.65,5790770,123226909,15:00:00,83.154,5.431,890744.0,136206.0,9.1917,深交所
sh603219,603219,XD富佳股,16.44,0.44,2.75,16.440,16.450,16.0,16.08,16.64,15.4,6909920,111217304,15:00:03,86.526,5.71,922941.6,922941.6,1.23084,上交所
sh600489,600489,中金黄金,23.18,0.62,2.748,23.170,23.180,22.56,22.49,23.32,22.03,71278976,1622186448,15:00:02,22.725,3.426,11236070.523352,11236070.523352,1.47048,上交所
sh600259,600259,中稀有色,83.86,2.24,2.744,83.860,83.870,81.62,82.3,84.49,79.56,10251446,842502090,15:00:01,220.684,7.704,2821351.54126,2821351.54126,3.04707,上交所
sz300647,300647,超频三,6.75,0.18,2.74,6.740,6.750,6.57,6.54,6.83,6.46,33550350,223218363,16:29:15,-21.774,7.199,308691.6912,308233.446525,7.34719,深交所
sh688055,688055,龙腾光电,4.88,0.13,2.737,4.880,4.890,4.75,4.68,4.96,4.57,41605033,200741993,15:00:03,-78.71,4.058,1626666.6992,1626666.6992,1.24815,上交所
sh688795,688795,摩尔线程,616.4,16.37,2.728,616.380,616.400,600.03,600.03,627.87,596.0,2351800,1444504918,15:34:59,-249.555,25.151,28972539.29588,1811130.27304,8.00412,上交所
sh600552,600552,凯盛科技,18.84,0.5,2.726,18.840,18.850,18.34,18.27,19.06,17.85,81087713,1515042323,15:00:01,138.326,4.123,1779639.388296,1779639.388296,8.58428,上交所
sh605488,605488,福莱新材,34.32,0.91,2.724,34.320,34.330,33.41,33.8,34.84,32.71,7843609,266709210,15:00:03,122.571,4.578,1036059.353472,947945.931504,2.83975,上交所
sz300454,300454,深信服,120.01,3.17,2.713,120.010,120.020,116.84,120.0,122.87,116.7,19090669,2290939918,16:29:45,129.043,4.765,5179140.219055,3456323.258938,6.62864,深交所
sh605336,605336,*ST帅电,17.15,0.45,2.695,17.150,17.210,16.7,16.88,17.4,16.88,3102954,53353977,15:00:03,-55.323,1.744,314552.35175,314552.35175,1.69179,上交所
sz300469,300469,信息发展,49.86,1.3,2.677,49.850,49.860,48.56,48.65,50.75,47.18,6650347,328158031,16:29:30,-77.906,52.879,1237718.776464,1237102.880814,2.68035,深交所
sh603788,603788,宁波高发,16.88,0.44,2.676,16.870,16.880,16.44,16.55,16.88,16.23,4888953,81140439,15:00:03,17.402,1.732,376533.834784,376533.834784,2.19172,上交所
sh600531,600531,豫光金铅,13.44,0.35,2.674,13.440,13.450,13.09,13.13,13.5,12.7,56121123,738167537,15:00:03,17.013,2.288,1625249.066112,1625249.066112,4.64094,上交所
sz301160,301160,翔楼新材,55.12,1.43,2.663,55.120,55.130,53.69,53.69,56.4,52.51,2368539,129187252,16:29:15,30.622,3.359,625919.668816,421106.128768,3.10026,深交所
